Electricity_kWh,Transport_km,LPG_cylinders,Electricity_CO2,Transport_CO2,LPG_CO2,Total_CO2,Month,Year,User_Profile
195.07143064099162,519.5981825434216,1.5986584841970366,159.95857312561313,109.11561833411852,67.6488324172818,336.7230238770135,1,2019,Transport_Heavy
123.3991780504304,111.6167224336399,1.866176145774935,101.18732600135291,23.439511711064377,78.96910978461216,203.59594749702944,1,2019,Urban_Commuter
114.28668179219407,495.26654188465585,1.0564115790271003,93.71507906959914,104.00597379577772,44.703112378110774,242.42416524348764,1,2019,Transport_Heavy
193.855270901575,300.2336297523043,1.9922115592912175,158.9613221392915,63.0490622479839,84.30242434296716,306.3128087302425,1,2019,Transport_Heavy
71.29695700716763,51.48538589793427,0.802361513049481,58.46350474587746,10.811931038566197,33.952729786201836,103.2281655706455,1,2019,Low_Emission
86.73422621808724,43.991658302915326,0.5326659642495308,71.12206549883153,9.238248243612219,22.540292943183147,102.9006066856269,2,2019,Low_Emission
136.63618432936917,436.8209952651108,1.7851759613930136,112.04167115008272,91.73240900567326,75.54150598230676,279.31558613806277,2,2019,Transport_Heavy
345.6154978167907,148.3230885806788,2.20014433987197,283.4047082097684,31.14784860194255,93.10130788602228,407.6538646977332,2,2019,High_Energy
76.45269111408629,16.82096494749166,0.3455361150896956,62.691206713550756,3.5324026389732484,14.62170624613556,80.84531559865957,2,2019,Sustainable
194.22017556848527,468.9864653536618,1.385416502539916,159.2605439661579,98.48715772426897,58.62528472147908,316.37298641190597,2,2019,Transport_Heavy
114.65081710095758,236.84660530243139,1.4401524937396013,94.0136700227852,49.73778711351059,60.941492925084965,204.69295006138077,3,2019,Urban_Commuter
149.51769101112703,310.3165563345655,1.909320402078782,122.60450662912416,65.16647683025876,80.79480213436574,268.56578559374867,3,2019,Transport_Heavy
118.22360877880624,526.6084230952957,1.4251558744912447,96.94335919862111,110.5877688500121,60.30689598497151,267.8380240336047,3,2019,Transport_Heavy
185.1550491729987,106.26265849111172,1.8422847745949986,151.82714032185893,22.31515828313346,77.95812252176196,252.10042112675436,3,2019,Urban_Commuter
193.9498941564189,568.4482051282946,1.597899978811085,159.0389132082635,119.37412307694186,67.61673550336988,346.0297717885752,3,2019,Transport_Heavy
104.5227288910538,397.5990992289793,1.3886772896894821,85.70863769066412,83.49581083808565,58.76326819050013,227.9677167192499,4,2019,Transport_Heavy
180.95381985836195,217.35023313276963,1.965255307264138,148.3821322838568,45.64354895788162,83.16174358218926,277.1874248239277,4,2019,Urban_Commuter
154.26960831582485,342.2772674924288,1.8021969807540397,126.50107881897637,71.87822617341004,76.26176743758793,274.6410724299743,4,2019,Transport_Heavy
51.09454847188358,45.40408884238218,0.7764170627228988,41.89752974694453,9.534858656900257,32.85486442618218,84.28725283002697,4,2019,Low_Emission
299.7106010222013,121.134195274865,2.6852633107968087,245.76269283820503,25.43818100772165,113.62960225967775,384.8304761056044,4,2019,High_Energy
268.5111629335226,85.84657285442725,1.6738035892876946,220.17915360548852,18.027780299429722,70.82867268429807,309.0356065892163,5,2019,High_Energy
93.63086887792906,39.85388149115895,0.5444908452002165,76.77731247990182,8.36931511314338,23.04067460549236,108.18730219853755,5,2019,Low_Emission
83.77637070028385,35.502298854208526,0.9210489198034286,68.69662397423275,7.4554827593837905,38.97510609040189,115.12721282401841,5,2019,Sustainable
76.8048812327653,78.30272572334623,1.0942396769862586,62.98000261086754,16.443572401902706,46.303846171350514,125.72742118412076,5,2019,Low_Emission
73.67663185416978,40.83868719818244,0.6456569174550735,60.41483812041922,8.576124311618312,27.321618119028887,96.31258055106642,5,2019,Sustainable
99.74640227800512,26.65344924870988,0.807535551306039,81.7920498679642,5.597224342229074,34.17167438906635,121.5609485992596,6,2019,Low_Emission
257.85729642168354,113.64104112637804,1.97153397161449,211.44298306578048,23.864618636539387,83.42743154283875,318.7350332451586,6,2019,High_Energy
190.7566473926093,374.7876687446625,1.4103829230356297,156.4204508619396,78.70541043637913,59.6817637711757,294.80762506949446,6,2019,Transport_Heavy
300.76530618369236,144.2853570557981,2.398298199732804,246.62755107062773,30.2999249817176,101.48638661989332,378.4138626722387,6,2019,High_Energy
290.3053218135011,142.9697652342573,2.7121805693466254,238.0503638870709,30.023650699194032,114.76863297247179,382.8426475587367,6,2019,High_Energy
57.38459818811894,47.392074228974614,0.6529083060517835,47.05537051425753,9.952335588084669,27.628467878887268,84.63617398122946,7,2019,Low_Emission
189.25589984899779,461.8026725746952,1.8074401551640626,155.1898378761782,96.97856124068599,76.48363760592247,328.65203672278665,7,2019,Transport_Heavy
135.6297838076975,572.0485324637261,1.2721322493846352,111.21642272231193,120.13019181738248,53.83154826496022,285.1781628046547,7,2019,Transport_Heavy
356.77694715656406,131.80147659224932,2.7910958748845154,292.55709666838254,27.678310084372356,118.10801304161313,438.34341979436806,7,2019,High_Energy
354.35275078719474,72.21078104707303,1.6797980510005242,290.56925564549965,15.164264019885335,71.08233432613817,376.8158539915231,7,2019,High_Energy
124.41255222477741,350.48731265187917,1.2187642195730701,102.01829282431747,73.60233565689462,51.57322671545403,227.1938551966661,8,2019,Transport_Heavy
78.26853197406285,23.893534826538893,0.6777407897540413,64.18019621873154,5.017642313573168,28.679279259232008,97.8771177915367,8,2019,Low_Emission
125.17822958253642,449.1745517677156,1.3008783098167696,102.64614825767985,94.32665587122028,55.04796655820642,252.02077068710653,8,2019,Transport_Heavy
119.84183395342593,36.0068608565171,1.183630469082857,98.27030384180927,7.561440779868591,50.086506929710175,155.91825155138804,8,2019,Low_Emission
105.14787512499893,383.5939392709834,1.9082658859666537,86.22125760249912,80.55472724690651,80.75017923056491,247.52616407997056,8,2019,Transport_Heavy
